,labels,sentences
498,space.stackexchange.com.txt,Why a polar orbit for TWINKLE?
499,ham.stackexchange.com.txt,Setting up an HF Schedule
500,vi.stackexchange.com.txt,"How do I count the words in a part of a file, without leaving vim?"
501,softwareengineering.stackexchange.com.txt,Have there been attempts to make object containers that search for valid programs by auto wiring compatible components?
502,unix.stackexchange.com.txt,merging files and getting column values based on id field
503,quant.stackexchange.com.txt,Changing timezones with historic forex data (Interactive Brokers API IBPy)
504,eosio.stackexchange.com.txt,How does nodeos' abi_json_to_bin exactly work?
505,physics.stackexchange.com.txt,What sort of jobs do physics graduates with B.Sc/M.Sc get?
506,hermeneutics.stackexchange.com.txt,Summary of textual variations and history of Judges 6:12-16?
507,money.stackexchange.com.txt,"Motley fool says you can make $15,978 more per year with Social Security. Is this for real?"
508,money.stackexchange.com.txt,What kinds of financial assets have a fixed payment and finite time?
509,ru.stackoverflow.com.txt,Может ли сервер выдержать посетителей?
510,tridion.stackexchange.com.txt,Custom Link and Richtext processing in DXA Java 1.7
511,pt.stackoverflow.com.txt,Como alterar registros de Variáveis do Windows
512,graphicdesign.stackexchange.com.txt,How do I keep the spaces in my dashed line from changing when I modify the line length in Illustrator?
513,tridion.stackexchange.com.txt,How do you get a user's name and description from their ID in the SDL Tridion Anguilla framework
514,graphicdesign.stackexchange.com.txt,Can I change the default Gimp transparent background to white?
515,quantumcomputing.stackexchange.com.txt,"Are all $[[n, k, d]]$ quantum codes equivalent to additive self-orthogonal $GF(4)^n$ classical codes?"
516,stellar.stackexchange.com.txt,"Funded account, nothing showing up on testnet explorer"
517,portuguese.stackexchange.com.txt,"""As flores têm sua beleza"" ou ""suas belezas""?"
518,windowsphone.stackexchange.com.txt,Where does Windows 10 Mobile store SMS messages?
519,unix.stackexchange.com.txt,Creating a GIF animation from PNG files
520,hsm.stackexchange.com.txt,looking for specific book about renaissance physics
521,japanese.stackexchange.com.txt,What does らいたい mean here?
522,unix.stackexchange.com.txt,Passing a bash command-line argument containing a dot
523,tex.stackexchange.com.txt,is it possible to change the depth of subscripts?
524,russian.stackexchange.com.txt,What does давать изюминку mean? Give a raisin?
525,gaming.stackexchange.com.txt,Will Aela the Huntress ever use werewolf form in combat?
526,engineering.stackexchange.com.txt,Calculating Minimum Gear Ratio To Lift Weight
527,iot.stackexchange.com.txt,What is the maximum Packet Size of a LoraWan including the phy headers
528,german.stackexchange.com.txt,Meaning and origin of 'Ich verstehe nur Bahnhof'
529,mythology.stackexchange.com.txt,Why should odd things hurt mythical beings?
530,latin.stackexchange.com.txt,"Why is ""ita vero"" two words?"
531,musicfans.stackexchange.com.txt,What kind of Hat is Jimmy Rushing using in this photo?
532,ethereum.stackexchange.com.txt,What's involved in making a private chain become a sidechain of Ethereum?
533,interpersonal.stackexchange.com.txt,How can I alleviate someone's upset feelings when I'm not getting a concept they're explaining?
534,quantumcomputing.stackexchange.com.txt,How to interpret the matrix representation of a quantum gate?
535,stackapps.com.txt,OBSOLETE - Code::Trends - a visualization of the StackOverflow dataset
536,stats.stackexchange.com.txt,Correlation coefficient for use with nonlinear finite sets
537,interpersonal.stackexchange.com.txt,How to politely deal with a friend who asks for a favor and brings up favors I asked previously?
538,martialarts.stackexchange.com.txt,Can my body learn to split at 25?
539,lifehacks.stackexchange.com.txt,How to deal with cockroach at home?
540,stackapps.com.txt,Badge Status for a particular Tag in Stackoverflow
541,pets.stackexchange.com.txt,How effective is flea and tick spot treatment on dogs with hair?
542,gis.stackexchange.com.txt,Merge overlapping lines in ArcGIS
543,iota.stackexchange.com.txt,What is the blowball problem and what causes it?
544,graphicdesign.stackexchange.com.txt,Using Apache 2 Licensed fonts in a Logo
545,fitness.stackexchange.com.txt,Is sleep necessary for recovery?
546,stellar.stackexchange.com.txt,How to derive a number of open Offers for a transaction set that hasn't been fully submitted to the network yet
547,raspberrypi.stackexchange.com.txt,Using Ralink RT5370 on Raspbian is causing hangs and kernel panics
548,hsm.stackexchange.com.txt,History of the invention ZERO
549,sports.stackexchange.com.txt,What seat is the best overall seat in an American football stadium?
550,politics.stackexchange.com.txt,Are we currently seeing another ideological realignment happening in today's unstable political climate?
551,salesforce.stackexchange.com.txt,Time based workflow not working
552,outdoors.stackexchange.com.txt,Should I be careful to use only dry rocks while building a campfire?
553,space.stackexchange.com.txt,Is getting IN or OUT of orbit easier for the Space Shuttle?
554,hinduism.stackexchange.com.txt,Why is Saraswati shown with Ganesha and Lakshmi?
555,mythology.stackexchange.com.txt,What's the earliest recorded story of a human woman giving birth to a monster?
556,homebrew.stackexchange.com.txt,No psi shortly after kegging
557,moderators.stackexchange.com.txt,How can I stop a user from turning the site in the wrong direction by asking too many questions about one topic?
558,tezos.stackexchange.com.txt,How can delegators find out the voting intentions of Bakers?
559,homebrew.stackexchange.com.txt,Storing full kegs at room temperature
560,italian.stackexchange.com.txt,"How do you translate the English expression ""Love drugs""?"
561,ru.stackoverflow.com.txt,Какая временная сложность поиска в std::deque?
562,superuser.com.txt,Windows XP: Clean up the Explorer New context menu list
563,stellar.stackexchange.com.txt,How do I construct The Horizon postgresql string to connect to a unix socket
564,hsm.stackexchange.com.txt,How common were death and mutilation among chemists 1750-1950?
565,politics.stackexchange.com.txt,Can a country sell part of its land to pay off huge national debt?
566,hinduism.stackexchange.com.txt,What do Hindu scriptures say about Hindu temples?
567,patents.stackexchange.com.txt,What happens after a provisional patent expires?
568,pm.stackexchange.com.txt,Feature Teams - Project with multiple teams
569,ru.stackoverflow.com.txt,Проприетарные драйвера ATI/AMD в Ubuntu 10.04
570,latin.stackexchange.com.txt,How were Greek patronymics stressed in Latin?
571,musicfans.stackexchange.com.txt,"Punk/emo bands that sound similar to ""The World Is a Beautiful Place & I Am No Longer Afraid to Die""?"
572,softwarerecs.stackexchange.com.txt,Is there a Firefox utility that can convert webpages to PDF?
573,mechanics.stackexchange.com.txt,Why is there no vent option for combined defrost/face?
574,gaming.stackexchange.com.txt,"How much damage does the Sith Inquisitor ability ""Static Shield"" absorb?"
575,softwareengineering.stackexchange.com.txt,Client–server models and Client-centric models
576,sustainability.stackexchange.com.txt,"How much money to live ""off-grid""?"
577,mythology.stackexchange.com.txt,Why were there exactly 12 main Olympian Gods?
578,raspberrypi.stackexchange.com.txt,How to set up a water leak sensor?
579,serverfault.com.txt,How do I set up Apache HTTP authorization with a salt in my password?
580,vegetarianism.stackexchange.com.txt,Egg substitute to make vegan cake
581,sitecore.stackexchange.com.txt,"Refused to get ""Unsafe Header - Location"" while getting response header in item service"
582,stellar.stackexchange.com.txt,Where will the tokens released on Stellar be stored?
583,latin.stackexchange.com.txt,I do what I want VS Quid me vis facere VS Facio quod volo
584,law.stackexchange.com.txt,Is it murder to kill someone who's just about to die?
585,sustainability.stackexchange.com.txt,Electric cars and grid power capacity
586,ux.stackexchange.com.txt,What is modal about a modal dialog?
587,tridion.stackexchange.com.txt,coreApi CoreService2010Client.Publish method and Unpublish method
588,reverseengineering.stackexchange.com.txt,Automating a Decryption function call in IDA Python
589,law.stackexchange.com.txt,Can I use my drawing of a photo someone took for commercial purpose
590,retrocomputing.stackexchange.com.txt,Why does waggling the joystick of a C64 cause errors loading from tape?
591,windowsphone.stackexchange.com.txt,Is it posible to choose a SIM card while making a call through Cortana
592,quantumcomputing.stackexchange.com.txt,Does quantum control allow to implement any gate?
593,english.stackexchange.com.txt,What is the person called whom you give a recommendation?
594,travel.stackexchange.com.txt,Can anybody travel to Nepal with Indian visa?
595,raspberrypi.stackexchange.com.txt,SenseHat; Random Pattern using FrameBuffer: No Error?
596,korean.stackexchange.com.txt,How do you count Korean age
597,expressionengine.stackexchange.com.txt,Order discount not calculating on first submit
598,expressionengine.stackexchange.com.txt,Column Width not working in EE3 Grid field when editing entry
599,joomla.stackexchange.com.txt,How to tweak a plugin so it will load below the author?
600,english.stackexchange.com.txt,"""Any news for"" vs. ""any news on"" vs. ""any news about"""
601,latin.stackexchange.com.txt,Why is 'r' often rolled in modern classical Latin?
602,woodworking.stackexchange.com.txt,Colonial style casing / backband and alternatives
603,hsm.stackexchange.com.txt,When Was Kaluza-Klein Theory Appreciated?
604,ux.stackexchange.com.txt,Up & down arrows vs Drag & drop for reordering elements
605,mechanics.stackexchange.com.txt,Proper parking technique for a car with electronic parking brake
606,movies.stackexchange.com.txt,Why do women not like Chandler Bing?
607,musicfans.stackexchange.com.txt,Sugarhill Gang - Apache (Jump on it) - real title?
608,worldbuilding.stackexchange.com.txt,Why would the 'Church' take upon itself such a burden?
609,sitecore.stackexchange.com.txt,Can't drag & drop SXA components in overlay content (through experience editor)
610,russian.stackexchange.com.txt,identify a word on a gas cylinder
611,parenting.stackexchange.com.txt,When do children's immune systems become as effective as adults?
612,puzzling.stackexchange.com.txt,Monopoly Game Show: Is there a winning strategy?
613,german.stackexchange.com.txt,"How to interpret ""Na dann haut rein""?"
614,english.stackexchange.com.txt,"Why is ""dingbat"" used to refer to characters like ""☺""?"
615,serverfault.com.txt,How to pass alias through sudo
616,mechanics.stackexchange.com.txt,How to calculate fuel consumption?
617,retrocomputing.stackexchange.com.txt,Why does the Minus World exist?
618,serverfault.com.txt,win2008 R2 server core software RAID
619,writers.stackexchange.com.txt,Is Blogging considered a form of creative writing?
620,unix.stackexchange.com.txt,How to remove LiveCD after installing OS on VirtualBox?
621,tex.stackexchange.com.txt,Hyperref and imakeidx do not work together
622,ux.stackexchange.com.txt,What is the UI pattern used for managing people in Google+ called?
623,movies.stackexchange.com.txt,How did Dr. Stu Price lose his tooth in The Hangover?
624,ux.stackexchange.com.txt,Which cognitive psychology books can be used for web/mobile applications?
625,mathematica.stackexchange.com.txt,How to make DynamicModule work without an extra ENTER
626,quant.stackexchange.com.txt,Why James Simons trades it only if it is liquid?
627,monero.stackexchange.com.txt,Alert when transaction received in wallet
628,mechanics.stackexchange.com.txt,"2004 Hyundai XG-350L heater not blowing hot air, barely warm"
629,iota.stackexchange.com.txt,What prevents someone from using a Precomputed POW Spam Attack against the network?
630,tor.stackexchange.com.txt,How do I configure Chrome to use Tor?
631,softwarerecs.stackexchange.com.txt,Translating Web Pages (Plain HTML) in-line
632,english.stackexchange.com.txt,Name of literary device and examples
633,hardwarerecs.stackexchange.com.txt,"Is a dual core laptop worth it, or are there better alternatives?"
634,tor.stackexchange.com.txt,How can Tor bypasses proxies and go to forbidden websites?
635,philosophy.stackexchange.com.txt,"The problem with infinite regression in the argument about ""why we should go vegan"""
636,sqa.stackexchange.com.txt,How do you calculate your return on investment on automated tests?
637,ethereum.stackexchange.com.txt,Contract reading a string returned by another contract
638,hinduism.stackexchange.com.txt,What is the copper pot that is kept hanging above the Shiva Lingam?
639,gis.stackexchange.com.txt,How can I use child window in ArcGIS Silverlight
640,sqa.stackexchange.com.txt,Is HTTP status code 500 acceptable to be shown to a user?
641,raspberrypi.stackexchange.com.txt,Forcefully erase Raspberry Pi 2 micro SD card
642,homebrew.stackexchange.com.txt,Coopers Hefe Wheat yeast failed.. Can I pitch safale-05?
643,raspberrypi.stackexchange.com.txt,Raspberry Pi Posts (successfully I think) then nothing but a cursor
644,ru.stackoverflow.com.txt,Как сделать наверху полоску как в фейсбук?
645,writers.stackexchange.com.txt,"How far can insults go in a ""Young Adult"" novel?"
646,latin.stackexchange.com.txt,How do I access the Oxford Latin Dictionary online?
647,german.stackexchange.com.txt,Gibt es das Wort »buchführen«?
648,expatriates.stackexchange.com.txt,How can I get a British relative's birth certificate for a visa application?
649,eosio.stackexchange.com.txt,"What scripts and resources are available for ""Air Dropping""?"
650,softwarerecs.stackexchange.com.txt,Software/Plugin to track browser history
651,softwareengineering.stackexchange.com.txt,Which is a better design pattern for a database wrapper: Save as you go or Save when you're done?
652,hardwarerecs.stackexchange.com.txt,1TB or more HDD for Playstation 4
653,lifehacks.stackexchange.com.txt,How to see where I've already painted?
654,serverfault.com.txt,How do I make a pam configuration to test that the account exists and ignore password?
655,woodworking.stackexchange.com.txt,How to clean glue brushes
656,islam.stackexchange.com.txt,Shaking Hand After Faraz Salat
657,quant.stackexchange.com.txt,How can I compute zero coupon bond prices from dirty/clean prices of coupon bonds?
658,woodworking.stackexchange.com.txt,How can I minimize snipe while thickness planing?
659,portuguese.stackexchange.com.txt,"""As flores têm sua beleza"" ou ""suas belezas""?"
660,politics.stackexchange.com.txt,Is the Armenian Genocide a genocide?
661,freelancing.stackexchange.com.txt,How would a contract look like for allowing developers to reuse source code in other projects?
662,ukrainian.stackexchange.com.txt,"Як правильно ""плести"" чи ""в'язати"" одяг?"
663,retrocomputing.stackexchange.com.txt,Is there a Linux client for Amiga Explorer?
664,japanese.stackexchange.com.txt,Difference between 目覚める and 起きる
665,graphicdesign.stackexchange.com.txt,Name this ultra-bold geometric display font with triangular letter shapes (W and F)
666,health.stackexchange.com.txt,When is hand sanitizer appropriate/sufficient in place of warm water and soap?
667,sitecore.stackexchange.com.txt,Title Tag is not displaying German accent characters correctly
668,writers.stackexchange.com.txt,How much influence do authors have on the titles of their books?
669,photo.stackexchange.com.txt,"Can I store exposed film in the fridge (when it was stored before shooting, too)?"
670,puzzling.stackexchange.com.txt,46 years after the death of King Harold Godwinson
671,judaism.stackexchange.com.txt,"Does the status ""mal v'lo taval"" apply to women?"
672,ux.stackexchange.com.txt,In-Line Form Validation - Checking for numbers in a persons Forename / Surname field
673,parenting.stackexchange.com.txt,How do you help a primary schooler who is struggling after a death in the family?
674,stellar.stackexchange.com.txt,Why doesn't Stellar match the other order?
675,reverseengineering.stackexchange.com.txt,Reading SCSI Command Description Block in software
676,sqa.stackexchange.com.txt,How FluentWait is different from WebDriverWait?
677,judaism.stackexchange.com.txt,Can Isaiah 11:2 be used a basis for the belief that the king messiah will be a prophet?
678,hermeneutics.stackexchange.com.txt,What did Jesus mean in John 20:23 when he talked about his followers forgiving sins?
679,travel.stackexchange.com.txt,Dual UK/Canadian Citizens travelling to USA and Canada
680,interpersonal.stackexchange.com.txt,"How can I extend an olive branch, but also reinforce that another's behavior is not okay?"
681,scicomp.stackexchange.com.txt,Condition Number of Rectangular Matrices
682,or.stackexchange.com.txt,Supply Chain Public Data Repository
683,math.stackexchange.com.txt,is statistical hypothesis testing more reliable when there are less possible tests?
684,musicfans.stackexchange.com.txt,"Does ""Gangnam Style"" contain any non-Korean words?"
685,politics.stackexchange.com.txt,Could the UK have simply left on the 29th March given that it was encoded in the Withdrawal Act?
686,hinduism.stackexchange.com.txt,Did people in Krishna's time know that he was God?
687,homebrew.stackexchange.com.txt,How long to ferment for?
688,japanese.stackexchange.com.txt,The main differences between 特有 and 固有
689,engineering.stackexchange.com.txt,The buckling stress and yield stress
690,unix.stackexchange.com.txt,"Where has my `uniq` or `sort -u` line gone, with some unicode characters"
691,pm.stackexchange.com.txt,Items which feed critical path activities
692,expatriates.stackexchange.com.txt,Non-EU family member travelling with EU national!
693,korean.stackexchange.com.txt,What are these Bath Bomb ingredients called in Korean?
694,travel.stackexchange.com.txt,Holder of a Palestinian refugee travel document issued by Syria - traveling to Amsterdam
695,movies.stackexchange.com.txt,Why does Batman trust Selina Kyle all the time?
696,music.stackexchange.com.txt,Selecting the name for a diminished or augmented chord
697,engineering.stackexchange.com.txt,How to design a house to be cooled passively?
698,esperanto.stackexchange.com.txt,"""Sen rigardi"": Which preposition+infinitive combos are possible?"
699,ethereum.stackexchange.com.txt,Do nodes by default relay transactions that fail and spend all gas (e.g. Solidity throw)?
700,homebrew.stackexchange.com.txt,Adding juniper berries to secondary
701,korean.stackexchange.com.txt,춤추다 conjugated to 춤을 춥니다 rather than 춤춥니다
702,eosio.stackexchange.com.txt,Is there any voting weight decay through proxy vote?
703,money.stackexchange.com.txt,Refinance FHA 203k to conventional
704,hinduism.stackexchange.com.txt,Why does Lord Ganesha have an elephant head?
705,german.stackexchange.com.txt,"Wie übersetzt man ""It could have happened"" am besten ins Deutsche?"
706,sharepoint.stackexchange.com.txt,User Profile Application Proxy failed to retrieve partitions from User Profile Application
707,webmasters.stackexchange.com.txt,.XML Sitemaps and HTML Sitemaps Clarification
708,rpg.stackexchange.com.txt,Calculating dice pool probability with limited rerolls
709,esperanto.stackexchange.com.txt,"What is the difference between ""krom"" and ""escepte""?"
710,graphicdesign.stackexchange.com.txt,Will my web site's type in the web browser look exactly as it does in Photoshop?
711,sustainability.stackexchange.com.txt,Is burning wood the same as letting it biodegrade from a CO2 emissions perspective?
712,portuguese.stackexchange.com.txt,"Qual a diferença entre ""baralhar"" e ""embaralhar""?"
713,ukrainian.stackexchange.com.txt,"Чи є прийменник ""на"" властивим українській мові для використання із назвами міст або країн"
714,worldbuilding.stackexchange.com.txt,How does a self-cleaning kitchen put away the dishes?
715,graphicdesign.stackexchange.com.txt,put shape at intersections on rectangular grid in Illustrator
716,history.stackexchange.com.txt,When was the first time that concrete was used in Indian Subcontinent?
717,sustainability.stackexchange.com.txt,"Meat or fish, which requires more energy to produce?"
718,russian.stackexchange.com.txt,What is the Russian equivalent of 干物女 (dried fish woman)?
719,retrocomputing.stackexchange.com.txt,A different kind of sprite system
720,softwareengineering.stackexchange.com.txt,"A progressive plan from vb6 to .net, sound?"
721,tridion.stackexchange.com.txt,SearchQuery's modifybefore and modifyafter property will cause query error
722,politics.stackexchange.com.txt,Democratic Socialism vs Social Democracy
723,ru.stackoverflow.com.txt,Получение модуля числа без операции сравнения
724,german.stackexchange.com.txt,plural subject and singular predicate nominative with linking verb sein
725,italian.stackexchange.com.txt,A quando risale l’espressione “raga”?
726,joomla.stackexchange.com.txt,How can I select the IDs of a category and all its (n levels) subcategories?
727,pt.stackoverflow.com.txt,Mapear classes Hibernate com composite-id e joined-subclass
728,math.stackexchange.com.txt,How do you check if a sequence of numbers is truly random?
729,health.stackexchange.com.txt,How much washing up liquid do we ingest per year and how harmful is it?
730,scicomp.stackexchange.com.txt,Solving poisson equation on image with neumann boundary condition
731,reverseengineering.stackexchange.com.txt,Is it possible to feed data to a function during or outside of runtime using IDA Pro?
732,islam.stackexchange.com.txt,Is trimming of hair and nails between 1st and 10th of Zil Hajj a sin? And does it invalidate our scarifice?
733,judaism.stackexchange.com.txt,Bas Cohen having relations with a non-Jew
734,serverfault.com.txt,Unauthorised to connect to MYSQL server running in VM
735,sitecore.stackexchange.com.txt,Sitecore Context Database during computeField index
736,homebrew.stackexchange.com.txt,Packing Beer on a Plane
737,homebrew.stackexchange.com.txt,What is the proper way to supplement a yeast starter with oxygen via an aeration stone?
738,raspberrypi.stackexchange.com.txt,Connect more than 6 DAC using Raspberry Pi 2
739,gamedev.stackexchange.com.txt,Games with rubbing/scratching as interaction?
740,mechanics.stackexchange.com.txt,proper oil for 1940's era aluminum ford engine
741,ham.stackexchange.com.txt,Cabling question between two devices
742,magento.stackexchange.com.txt,Admin Category Product count shows wrong value when Is Anchor is yes
743,eosio.stackexchange.com.txt,How transactions are broadcasted to Block Producers?
744,retrocomputing.stackexchange.com.txt,Creating a new locale.library language support for AmigaOS
745,patents.stackexchange.com.txt,Natual Language processing patent by Oracle
746,fitness.stackexchange.com.txt,Is it preferrable to run on toes?
747,russian.stackexchange.com.txt,"Origin of прятки (Russian word for ""Hide and Seek"" game)"
748,fitness.stackexchange.com.txt,How often should one eat to stay physically fit?
749,languagelearning.stackexchange.com.txt,Best way to improve your ability in a language post A-Level (Exams at age 18)
750,parenting.stackexchange.com.txt,What are some considerations while preparing for an all day trip in NYC?
751,expatriates.stackexchange.com.txt,Return of passport after UK residence card application
752,stats.stackexchange.com.txt,Confidence Interval / Best-fit / Prediction Interval?
753,spanish.stackexchange.com.txt,"Traducción de la ""that"" enfática"
754,quantumcomputing.stackexchange.com.txt,Solving a circuit implementing a two-level unitary operation
755,gamedev.stackexchange.com.txt,Graphics not being displayed on OUYA
756,musicfans.stackexchange.com.txt,What is this notated fragment of classical music?
757,retrocomputing.stackexchange.com.txt,6502: is BCD *fundamentally* the same performance as non-BCD?
758,moderators.stackexchange.com.txt,"How should popular, yet problematic users be dealt with?"
759,mythology.stackexchange.com.txt,How large were Norse dragons?
760,gaming.stackexchange.com.txt,Cancelling a damaged building in Starcraft 2
761,reverseengineering.stackexchange.com.txt,String Encoding and Decoding Method
762,law.stackexchange.com.txt,How to do voir dire if you had taken a Driving Safety Course?
763,movies.stackexchange.com.txt,What are the various rules in Harry's code of conduct?
764,gis.stackexchange.com.txt,How to get a list of adjacent lots to a road in ArcMAP and PostGIS/QGIS?
765,music.stackexchange.com.txt,"How can I arrange a children's song for choir, to make it more interesting?"
766,unix.stackexchange.com.txt,Xvideo extension not active with the radeon driver
767,hinduism.stackexchange.com.txt,Sita's reply to Maha Sati Anasuya-Advice on Stri-Dharma
768,english.stackexchange.com.txt,How many tenses are there in English and what are they?
769,sharepoint.stackexchange.com.txt,Detect SystemUpdate() in an event receiver
770,portuguese.stackexchange.com.txt,"Porque é que viemos a ter ditongo nasal em «mãe», mas oral em «pai»?"
771,spanish.stackexchange.com.txt,"¿Por qué las palabras ""hombre"" y ""gente"" tienen diferente raíz?"
772,sharepoint.stackexchange.com.txt,What sort of functionality can I expect from exporting a Microsoft Access 2007 Database to a WSS 3.0 site?
773,scifi.stackexchange.com.txt,Were there any hints to Bashir's unusual nature before its revelation?
774,opendata.stackexchange.com.txt,Raw data from US Census and BLS
775,moderators.stackexchange.com.txt,How to handle a disruptive user who doesn't break the rules?
776,history.stackexchange.com.txt,Why did Romanian Communism become more cultish while Russian Communism became less?
777,homebrew.stackexchange.com.txt,What is the right amount of priming sugar for a bottle with expandable head space?
778,mythology.stackexchange.com.txt,"Symbolism of the ""Temple of the Rose Cross"""
779,gaming.stackexchange.com.txt,How much destruction can I cause to a building?
780,physics.stackexchange.com.txt,"Where's earths death bulge, destroying everything in it's path?"
781,fitness.stackexchange.com.txt,Are free stand squat holders safe for home use?
782,japanese.stackexchange.com.txt,What is 「たもうた」 in 「 神の創りたもうた世界」?
783,sports.stackexchange.com.txt,Can the game go on after a free before centre bounce?
784,ethereum.stackexchange.com.txt,Does EIP 134 allow a variants on PoS where everything is at stake?
785,webmasters.stackexchange.com.txt,Using licensed custom fonts for commercial site
786,salesforce.stackexchange.com.txt,Visualfroce page not displaying any records when using a standard controller
787,hardwarerecs.stackexchange.com.txt,"At 24"", does a 4k resolution at 60 Hz offer a better ""gaming experience"" compared to a 1080p resolution at 144 Hz?"
788,magento.stackexchange.com.txt,Translate.csv Failed to Overwrite Module Translation
789,quantumcomputing.stackexchange.com.txt,Why doesn't the Gottesman-Knill theorem render quantum computing almost useless?
790,matheducators.stackexchange.com.txt,Rings before groups in abstract algebra?
791,esperanto.stackexchange.com.txt,How do you say “praxis” in Esperanto?
792,eosio.stackexchange.com.txt,How to set up demux-js-postgres?
793,languagelearning.stackexchange.com.txt,Is there any research on the effectiveness of learning verb tables?
794,fitness.stackexchange.com.txt,Body fat still the same even though losing weight
795,italian.stackexchange.com.txt,Mettere i soldi dove si mettono le parole
796,graphicdesign.stackexchange.com.txt,Interesting documetaries on graphic design and any kind of design
797,engineering.stackexchange.com.txt,Electric Motor Sizing : Understanding how much torque I need given Force
798,homebrew.stackexchange.com.txt,"Extract brew, sanitizing hop strainer and tap? First brew day!"
799,gamedev.stackexchange.com.txt,Model View Controller linking dynamic model to view
800,graphicdesign.stackexchange.com.txt,How to separate a dropdown from the page background when it's the same color?
801,windowsphone.stackexchange.com.txt,Is it possible to supress reminders on the phone?
802,patents.stackexchange.com.txt,Visualizing total order relation of nodes in a structured document (IBM) - Patent Application - PRIOR ART REQUEST
803,german.stackexchange.com.txt,What is the difference between »neben« vs »bei« vs »am« for location?
804,joomla.stackexchange.com.txt,How can I redirect a URL to another domain?
805,gardening.stackexchange.com.txt,Why are holes and divots typically filled with a sand mix?
806,writers.stackexchange.com.txt,Believable (but easy) archaic English
807,math.stackexchange.com.txt,Subsequences- $a_{n}$ converges to -1 and 2: prove that $b_{n}=\frac{2{a_{n}^{2}-a_{n}-1}}{a_{n}^{2}+1}$ is convergent
808,or.stackexchange.com.txt,Querying attributes of LP relaxation at MIP-optimality in Gurobi
809,hinduism.stackexchange.com.txt,Was Lord Rama a non-vegetarian?
810,pt.stackoverflow.com.txt,Como integrar um select em uma tabela?
811,iota.stackexchange.com.txt,Querying iota from browser or non-full-node
812,softwarerecs.stackexchange.com.txt,Online survey webapp that takes participants names but does not link with their answers
813,softwarerecs.stackexchange.com.txt,Software to create a map of teammates in the city and moves during the week
814,matheducators.stackexchange.com.txt,How would introductory classes change if they didn't need to be taken by non-mathematicians?
815,rpg.stackexchange.com.txt,What rules govern the use of encounter powers in extended-duration skill challenges?
816,lifehacks.stackexchange.com.txt,How to keep together two mattresses placed side by side?
817,physics.stackexchange.com.txt,Relation between water flow and pressure
818,retrocomputing.stackexchange.com.txt,How do I attach and use a CD-ROM drive to an Amiga?
819,ethereum.stackexchange.com.txt,I created a offline paper ethereum wallet
820,quant.stackexchange.com.txt,why gamma decreases when option is deep in the money?
821,softwarerecs.stackexchange.com.txt,Bitcoin mining software for Windows
822,salesforce.stackexchange.com.txt,UPDATE .... Default Value in a lookup field
823,tor.stackexchange.com.txt,How to log out from from THIS site?
824,ukrainian.stackexchange.com.txt,"Чи можна вживати словосполучення ""постійно діючий""?"
825,patents.stackexchange.com.txt,Isn't this invention half-century old?
826,serverfault.com.txt,Where can I find ready to use windows scripts that used robocopy?
827,patents.stackexchange.com.txt,What type of patent do I need?
828,hinduism.stackexchange.com.txt,Will size of people increase when Kali yuga will change to Satya yuga?
829,webmasters.stackexchange.com.txt,Issue tracking multiple domains with Google Analytics
830,ham.stackexchange.com.txt,receiving AM radio station on UHF frequency
831,retrocomputing.stackexchange.com.txt,"On the bbc-micro, a half-size mode 1 screen mode with 16 colours instead of 4 can fit in memory but can the video chip be programmed for it?"
832,parenting.stackexchange.com.txt,possible disadvantages of being very silent when baby sleeps
833,networkengineering.stackexchange.com.txt,Site-to-site IPsec and rerouting to another IPsec tunnel
834,softwarerecs.stackexchange.com.txt,Get real-time I/O of any storage devices in Windows
835,quantumcomputing.stackexchange.com.txt,How would Blockchain technologies change to survive a post-quantum world?
836,iota.stackexchange.com.txt,How can there be consensus once the tangle is too large for a single iri node to track?
837,gis.stackexchange.com.txt,How to get GDAL to create statistics for GTiff in Python
838,law.stackexchange.com.txt,File a patent disclosure after paper publication
839,reverseengineering.stackexchange.com.txt,Unable to set a breakpoint in IDA 6?
840,outdoors.stackexchange.com.txt,Legal deep-woods campsites or forests that allow off-trail hiking and ad hoc camping in Maryland?
841,pt.stackoverflow.com.txt,Como alterar a url de retorno ao direcionar para a página de login?
842,pets.stackexchange.com.txt,Male cat wont stop stalking and chasing our new cat
843,travel.stackexchange.com.txt,Why Airfares vary from One Airline company to another?
844,monero.stackexchange.com.txt,How does input reference the output of some transaction?
845,workplace.stackexchange.com.txt,UK - calling in sick whilst on notice period
846,law.stackexchange.com.txt,Does FFmpeg LGPL license apply in case if application is using FFmpeg via CLI
847,patents.stackexchange.com.txt,Patentability of a specialized programming library/framework
848,genealogy.stackexchange.com.txt,What records might be created in England when people are re-interred?
849,rpg.stackexchange.com.txt,Clarifications about the demonic exploit: Show of power
850,rpg.stackexchange.com.txt,How do you adjudicate a wall run?
851,salesforce.stackexchange.com.txt,Changing sfdc header and footer without creating new VF pages
852,puzzling.stackexchange.com.txt,Secret within the Gossiping Partiers
853,tor.stackexchange.com.txt,I cannot access tor on my network? my network is secured by Cyberoam. Any help?
854,quant.stackexchange.com.txt,Calculating Expected Return from Historical Data Alone
855,sustainability.stackexchange.com.txt,How do I dispose of Xenon light bulbs?
856,hinduism.stackexchange.com.txt,"Why do we join our hands in the way we do, when we pray?"
857,mathematica.stackexchange.com.txt,How to solve a symbolic equation with symbols in powers
858,martialarts.stackexchange.com.txt,Swallowing hurts after BJJ neck restraint
